species_id;species;video_name;frame;bounding_boxes
8;Little Ringed Plover;022-little_ringed_plover;666;[(355.92, 246.3, 821.26, 573.97, 3, 0)]
8;Little Ringed Plover;022-little_ringed_plover;676;[(371.45, 331.75, 770.3, 640.34, 3, 0)]
8;Little Ringed Plover;022-little_ringed_plover;686;[(729.02, 343.8, 1057.39, 650.6, 3, 0)]
8;Little Ringed Plover;022-little_ringed_plover;696;[(1058.65, 321.4, 1267.76, 592.84, 3, 0)]
8;Little Ringed Plover;022-little_ringed_plover;706;[(1003.84, 211.43, 1189.9, 479.47, 6, 0)]
8;Little Ringed Plover;022-little_ringed_plover;716;[(948.85, 213.73, 1137.0, 481.77, 6, 0)]
8;Little Ringed Plover;022-little_ringed_plover;726;[(926.31, 211.53, 1118.08, 477.82, 6, 0)]
8;Little Ringed Plover;022-little_ringed_plover;736;[(926.31, 213.81, 1116.26, 480.56, 6, 0)]
8;Little Ringed Plover;022-little_ringed_plover;746;[(926.31, 229.4, 1112.2, 487.05, 6, 0)]
8;Little Ringed Plover;022-little_ringed_plover;756;[(889.07, 226.29, 1119.8, 507.7, 6, 0)]
8;Little Ringed Plover;022-little_ringed_plover;766;[(955.9, 288.9, 1130.59, 558.47, 3, 0)]
8;Little Ringed Plover;022-little_ringed_plover;776;[(989.11, 331.1, 1188.1, 611.0, 3, 0)]
1;Glossy Ibis;023-glossy_ibis;0;[(386.54, 227.3, 1366.69, 831.68, 4, 0)]
1;Glossy Ibis;023-glossy_ibis;10;[(392.0, 200.0, 1372.0, 804.0, 4, 0)]
1;Glossy Ibis;023-glossy_ibis;20;[(389.0, 198.0, 1369.0, 802.0, 4, 0)]
1;Glossy Ibis;023-glossy_ibis;30;[(389.0, 197.0, 1369.0, 801.0, 4, 0)]
1;Glossy Ibis;023-glossy_ibis;40;[(388.0, 200.0, 1368.0, 804.0, 4, 0)]
1;Glossy Ibis;023-glossy_ibis;50;[(385.0, 200.0, 1365.0, 804.0, 4, 0)]
1;Glossy Ibis;023-glossy_ibis;60;[(386.0, 198.0, 1366.0, 802.0, 4, 0)]
1;Glossy Ibis;023-glossy_ibis;70;[(387.0, 193.0, 1367.0, 797.0, 4, 0)]
1;Glossy Ibis;023-glossy_ibis;80;[(374.0, 131.0, 1248.0, 791.0, 4, 0)]
1;Glossy Ibis;023-glossy_ibis;90;[(377.0, 65.0, 1186.0, 789.0, 4, 0)]
1;Glossy Ibis;023-glossy_ibis;100;[(378.0, 36.0, 1187.0, 790.0, 4, 0)]
1;Glossy Ibis;023-glossy_ibis;110;[(382.0, 64.0, 1225.0, 803.0, 4, 0)]
1;Glossy Ibis;023-glossy_ibis;120;[(385.0, 65.0, 1228.0, 804.0, 4, 0)]
1;Glossy Ibis;023-glossy_ibis;130;[(385.0, 62.0, 1216.0, 801.0, 4, 0)]
1;Glossy Ibis;023-glossy_ibis;140;[(383.0, 62.0, 1214.0, 801.0, 4, 0)]
1;Glossy Ibis;023-glossy_ibis;150;[(390.0, 57.0, 1139.0, 796.0, 6, 0)]
1;Glossy Ibis;023-glossy_ibis;160;[(399.0, 53.0, 1148.0, 792.0, 6, 0)]
1;Glossy Ibis;023-glossy_ibis;170;[(393.0, 51.0, 1142.0, 790.0, 6, 0)]
1;Glossy Ibis;023-glossy_ibis;180;[(385.0, 50.0, 1162.5, 789.0, 6, 0)]
1;Glossy Ibis;023-glossy_ibis;190;[(385.0, 52.0, 1176.0, 791.0, 6, 0)]
1;Glossy Ibis;023-glossy_ibis;200;[(384.0, 53.0, 1175.0, 792.0, 6, 0)]
1;Glossy Ibis;023-glossy_ibis;210;[(388.0, 55.0, 1179.0, 794.0, 6, 0)]
1;Glossy Ibis;023-glossy_ibis;220;[(388.0, 68.0, 1179.0, 807.0, 6, 0)]
1;Glossy Ibis;023-glossy_ibis;230;[(374.0, 82.0, 1165.0, 821.0, 6, 0)]
1;Glossy Ibis;023-glossy_ibis;240;[(365.0, 101.0, 1155.0, 840.0, 6, 0)]
1;Glossy Ibis;023-glossy_ibis;250;[(356.0, 103.0, 1173.0, 842.0, 1, 0)]
1;Glossy Ibis;023-glossy_ibis;260;[(369.0, 185.0, 1082.2, 839.0, 1, 0)]
1;Glossy Ibis;023-glossy_ibis;270;[(397.0, 184.0, 1072.0, 838.0, 1, 0)]
1;Glossy Ibis;023-glossy_ibis;280;[(392.0, 181.0, 1067.0, 835.0, 1, 0)]
1;Glossy Ibis;023-glossy_ibis;290;[(397.0, 187.0, 1072.0, 841.0, 1, 0)]
1;Glossy Ibis;023-glossy_ibis;300;[(390.0, 180.0, 1176.0, 844.0, 1, 0)]
1;Glossy Ibis;023-glossy_ibis;310;[(395.0, 176.0, 1209.0, 840.0, 1, 0)]
1;Glossy Ibis;023-glossy_ibis;320;[(393.0, 175.0, 1207.0, 839.0, 6, 0)]
1;Glossy Ibis;023-glossy_ibis;330;[(390.0, 137.0, 1204.0, 837.0, 6, 0)]
1;Glossy Ibis;023-glossy_ibis;340;[(374.0, 137.0, 1188.0, 837.0, 6, 0)]
1;Glossy Ibis;023-glossy_ibis;350;[(367.0, 138.0, 1181.0, 838.0, 6, 0)]
1;Glossy Ibis;023-glossy_ibis;360;[(369.0, 138.0, 1183.0, 838.0, 6, 0)]
1;Glossy Ibis;023-glossy_ibis;370;[(384.0, 137.0, 1198.0, 837.0, 6, 0)]
1;Glossy Ibis;023-glossy_ibis;380;[(391.0, 141.0, 1205.0, 841.0, 6, 0)]
1;Glossy Ibis;023-glossy_ibis;390;[(381.0, 124.0, 1214.3, 846.0, 6, 0)]
1;Glossy Ibis;023-glossy_ibis;400;[(379.0, 80.8, 1255.6, 849.0, 6, 0)]
1;Glossy Ibis;023-glossy_ibis;410;[(376.0, 90.0, 1267.0, 853.0, 6, 0)]
1;Glossy Ibis;023-glossy_ibis;420;[(371.0, 93.0, 1262.0, 856.0, 6, 0)]
1;Glossy Ibis;023-glossy_ibis;430;[(371.0, 97.0, 1262.0, 860.0, 6, 0)]
1;Glossy Ibis;023-glossy_ibis;440;[(365.0, 105.0, 1256.0, 868.0, 6, 0)]
1;Glossy Ibis;023-glossy_ibis;450;[(371.0, 110.0, 1262.0, 873.0, 6, 0)]
1;Glossy Ibis;023-glossy_ibis;460;[(375.0, 112.0, 1266.0, 875.0, 6, 0)]
1;Glossy Ibis;023-glossy_ibis;470;[(371.0, 112.0, 1262.0, 875.0, 6, 0)]
1;Glossy Ibis;023-glossy_ibis;480;[(364.0, 109.0, 1155.0, 872.0, 6, 0)]
1;Glossy Ibis;023-glossy_ibis;490;[(365.0, 106.0, 1156.0, 869.0, 6, 0)]
6;Black-headed Gull;025-black_headed_gull;0;[(1300.0, 380.0, 1511.0, 797.0, 3, 0)]
6;Black-headed Gull;025-black_headed_gull;10;[(1259.0, 388.0, 1435.0, 803.0, 3, 0)]
6;Black-headed Gull;025-black_headed_gull;20;[(1197.0, 389.0, 1396.0, 831.0, 3, 0)]
6;Black-headed Gull;025-black_headed_gull;30;[(1137.0, 386.0, 1362.0, 824.0, 3, 0)]
6;Black-headed Gull;025-black_headed_gull;40;[(1103.0, 388.0, 1301.0, 841.0, 3, 0)]
6;Black-headed Gull;025-black_headed_gull;50;[(1124.0, 393.0, 1381.0, 854.0, 3, 0)]
6;Black-headed Gull;025-black_headed_gull;60;[(1099.0, 380.0, 1360.0, 867.0, 4, 0)]
6;Black-headed Gull;025-black_headed_gull;70;[(1082.0, 381.0, 1399.0, 866.0, 4, 0)]
6;Black-headed Gull;025-black_headed_gull;80;[(1023.0, 384.0, 1458.0, 866.0, 4, 0)]
6;Black-headed Gull;025-black_headed_gull;90;[(1016.0, 384.0, 1442.0, 868.0, 4, 0)]
6;Black-headed Gull;025-black_headed_gull;100;[(1038.0, 379.0, 1394.0, 866.0, 4, 0)]
6;Black-headed Gull;025-black_headed_gull;110;[(1024.0, 379.0, 1395.0, 867.0, 4, 0)]
6;Black-headed Gull;025-black_headed_gull;120;[(1069.0, 385.0, 1397.0, 866.0, 4, 0)]
6;Black-headed Gull;025-black_headed_gull;130;[(1042.0, 385.0, 1398.0, 867.0, 4, 0)]
6;Black-headed Gull;025-black_headed_gull;140;[(1049.0, 385.0, 1404.0, 867.0, 4, 0)]
6;Black-headed Gull;025-black_headed_gull;150;[(1024.0, 418.0, 1426.0, 868.0, 4, 0)]
6;Black-headed Gull;025-black_headed_gull;160;[(1493.0, 31.0, 1920.0, 682.0, 5, 0)]
6;Black-headed Gull;026-black_headed_gull;0;[(12.0, 387.0, 384.0, 636.0, 0, 0)]
6;Black-headed Gull;026-black_headed_gull;10;[(2.0, 403.0, 392.0, 626.0, 0, 0)]
6;Black-headed Gull;026-black_headed_gull;20;[(4.0, 351.0, 348.0, 628.0, 0, 0)]
6;Black-headed Gull;026-black_headed_gull;30;[(2.0, 398.0, 343.0, 626.0, 0, 0)]
6;Black-headed Gull;026-black_headed_gull;40;[(29.0, 439.0, 359.0, 626.0, 0, 0)]
6;Black-headed Gull;026-black_headed_gull;50;[(6.0, 438.0, 407.0, 628.0, 0, 0)]
6;Black-headed Gull;026-black_headed_gull;60;[(76.0, 383.0, 475.0, 629.0, 0, 0)]
6;Black-headed Gull;026-black_headed_gull;70;[(169.0, 371.0, 442.0, 644.0, 0, 0)]
6;Black-headed Gull;026-black_headed_gull;80;[(300.0, 398.0, 453.0, 647.0, 0, 0)]
6;Black-headed Gull;026-black_headed_gull;90;[(368.0, 446.0, 517.0, 658.0, 0, 0)]
6;Black-headed Gull;026-black_headed_gull;100;[(377.0, 378.0, 534.0, 659.0, 0, 0)]
6;Black-headed Gull;026-black_headed_gull;110;[(373.0, 416.0, 618.0, 670.0, 0, 0)]
6;Black-headed Gull;026-black_headed_gull;120;[(400.0, 419.0, 657.0, 672.0, 0, 0)]
6;Black-headed Gull;026-black_headed_gull;130;[(418.0, 380.0, 654.0, 671.0, 0, 0)]
6;Black-headed Gull;026-black_headed_gull;140;[(419.0, 378.0, 648.0, 672.0, 0, 0)]
6;Black-headed Gull;026-black_headed_gull;150;[(419.0, 417.0, 642.0, 671.0, 0, 0)]
6;Black-headed Gull;026-black_headed_gull;160;[(416.0, 429.0, 649.0, 671.0, 0, 0)]
6;Black-headed Gull;026-black_headed_gull;170;[(424.0, 412.0, 705.0, 672.0, 0, 0)]
6;Black-headed Gull;026-black_headed_gull;180;[(375.0, 402.0, 692.0, 671.0, 0, 0)]
6;Black-headed Gull;026-black_headed_gull;190;[(370.0, 418.0, 699.0, 671.0, 0, 0)]
6;Black-headed Gull;026-black_headed_gull;200;[(406.0, 390.0, 682.0, 672.0, 0, 0)]
6;Black-headed Gull;026-black_headed_gull;210;[(358.0, 427.0, 684.0, 672.0, 0, 0)]
6;Black-headed Gull;026-black_headed_gull;220;[(357.0, 463.0, 678.0, 700.0, 3, 0)]
6;Black-headed Gull;026-black_headed_gull;230;[(241.0, 482.0, 665.0, 704.0, 3, 0)]
6;Black-headed Gull;026-black_headed_gull;240;[(129.0, 481.0, 647.0, 741.0, 3, 0)]
6;Black-headed Gull;026-black_headed_gull;250;[(13.0, 476.0, 561.0, 759.0, 3, 0)]
6;Black-headed Gull;026-black_headed_gull;260;[(17.0, 511.0, 582.0, 810.0, 3, 0)]
6;Black-headed Gull;026-black_headed_gull;270;[(1.0, 540.0, 349.0, 793.0, 6, 0)]
6;Black-headed Gull;026-black_headed_gull;280;[(0.0, 586.2, 46.0, 707.3, 0, 0)]
6;Black-headed Gull;026-black_headed_gull;290;[(0.0, 586.2, 46.0, 707.3, 0, 0)]
6;Black-headed Gull;026-black_headed_gull;300;[(0.0, 574.5, 35.8, 707.3, 0, 0)]
6;Black-headed Gull;026-black_headed_gull;331;[(0.0, 487.0, 97.0, 600.0, 0, 0)]
6;Black-headed Gull;026-black_headed_gull;341;[(0.0, 473.0, 171.0, 677.0, 0, 0)]
6;Black-headed Gull;026-black_headed_gull;351;[(1.0, 459.0, 255.0, 677.0, 3, 0)]
6;Black-headed Gull;026-black_headed_gull;361;[(1.0, 403.0, 327.0, 644.0, 3, 0)]
6;Black-headed Gull;026-black_headed_gull;371;[(1.0, 359.0, 304.0, 633.0, 3, 0)]
6;Black-headed Gull;026-black_headed_gull;381;[(102.0, 319.0, 274.0, 633.0, 3, 0)]
6;Black-headed Gull;026-black_headed_gull;391;[(78.0, 317.0, 273.0, 581.0, 3, 0)]
6;Black-headed Gull;026-black_headed_gull;401;[(1.0, 245.0, 476.0, 511.0, 5, 0)]
6;Black-headed Gull;026-black_headed_gull;411;[(18.0, 51.0, 600.0, 371.0, 5, 0)]
6;Black-headed Gull;026-black_headed_gull;421;[(286.0, 0.0, 395.0, 133.0, 5, 0)]
11;Gadwall;028-gadwall;0;[(1485.0, 717.0, 1855.0, 914.0, 2, 0), (2666.0, 1122.0, 2924.0, 1280.0, 2, 1), (2252.0, 1066.0, 2530.0, 1277.0, 2, 2)]
11;Gadwall;028-gadwall;10;[(2167.0, 927.0, 2474.0, 1125.0, 2, 2), (2608.0, 970.0, 2869.0, 1132.0, 2, 1), (1451.0, 549.0, 1812.0, 738.0, 2, 0)]
11;Gadwall;028-gadwall;20;[(1566.0, 568.0, 1894.0, 766.0, 2, 0), (2165.0, 978.0, 2535.0, 1170.0, 2, 2), (2674.0, 1010.0, 2939.0, 1173.0, 2, 1)]
11;Gadwall;028-gadwall;30;[(2696.0, 996.0, 2968.0, 1155.0, 2, 1), (1620.0, 542.0, 1935.0, 728.0, 2, 0), (2136.0, 961.0, 2500.0, 1157.0, 2, 2)]
11;Gadwall;028-gadwall;40;[(2648.0, 678.0, 2962.0, 835.0, 2, 1), (2039.0, 639.0, 2454.0, 832.0, 2, 2), (1611.0, 179.0, 1972.0, 391.0, 2, 0)]
11;Gadwall;028-gadwall;50;[(2523.0, 831.0, 2795.0, 986.0, 2, 1), (1547.0, 305.0, 1863.0, 523.0, 2, 0), (1784.0, 785.0, 2236.0, 977.0, 2, 2)]
11;Gadwall;028-gadwall;60;[(1657.0, 909.0, 2074.0, 1116.0, 2, 2), (1515.0, 424.0, 1814.0, 653.0, 2, 0), (2416.0, 977.0, 2711.0, 1134.0, 2, 1)]
11;Gadwall;028-gadwall;70;[(1539.0, 449.0, 1813.0, 675.0, 2, 0), (1504.0, 956.0, 1902.0, 1163.0, 2, 2), (2329.0, 1026.0, 2604.0, 1183.0, 2, 1)]
11;Gadwall;028-gadwall;80;[(2236.0, 1043.0, 2522.0, 1209.0, 2, 1), (1362.0, 979.0, 1708.0, 1185.0, 2, 2), (1549.0, 449.0, 1805.0, 681.0, 2, 0)]
11;Gadwall;028-gadwall;90;[(1214.0, 990.0, 1558.0, 1200.0, 2, 2), (2142.0, 1060.0, 2432.0, 1229.0, 2, 1), (1540.0, 435.0, 1785.0, 664.0, 2, 0)]
11;Gadwall;028-gadwall;100;[(1550.0, 419.0, 1787.0, 659.0, 2, 0), (1115.0, 1010.0, 1416.0, 1227.0, 2, 2), (2080.0, 1093.0, 2360.0, 1254.0, 2, 1)]
11;Gadwall;028-gadwall;110;[(1704.0, 411.0, 1947.0, 660.0, 2, 0), (2182.0, 1115.0, 2475.0, 1281.0, 2, 1), (1197.0, 1035.0, 1489.0, 1248.0, 2, 2)]
11;Gadwall;028-gadwall;120;[(1802.0, 413.0, 2050.0, 664.0, 2, 0), (2242.0, 1135.0, 2530.0, 1305.0, 2, 1), (1267.0, 1050.0, 1568.0, 1267.0, 2, 2)]
11;Gadwall;028-gadwall;130;[(1330.0, 1071.0, 1641.0, 1305.0, 2, 2), (1847.0, 423.0, 2103.0, 672.0, 2, 0), (2253.0, 1151.0, 2546.0, 1335.0, 2, 1)]
11;Gadwall;028-gadwall;140;[(2122.0, 467.0, 2369.0, 683.0, 2, 0), (2528.0, 1193.0, 2824.0, 1365.0, 2, 1), (1664.0, 1008.0, 1972.0, 1331.0, 2, 2)]
11;Gadwall;028-gadwall;150;[(2207.0, 489.0, 2483.0, 691.0, 2, 0), (1808.0, 1099.0, 2130.0, 1365.0, 2, 2), (2636.0, 1226.0, 2935.0, 1398.0, 2, 1)]
11;Gadwall;028-gadwall;160;[(1850.0, 1152.0, 2124.0, 1393.0, 2, 2), (2651.0, 1244.0, 2959.0, 1419.0, 2, 1), (2166.0, 490.0, 2488.0, 692.0, 2, 0)]
11;Gadwall;028-gadwall;170;[(1852.0, 1173.0, 2188.0, 1417.0, 2, 2), (2630.0, 1294.0, 2939.0, 1451.0, 2, 1), (2109.0, 493.0, 2432.0, 685.0, 2, 0)]
11;Gadwall;028-gadwall;180;[(2607.0, 1232.0, 2926.0, 1433.0, 1, 1), (1852.0, 1162.0, 2179.1, 1408.0, 2, 2), (2050.0, 458.0, 2350.0, 660.0, 2, 0)]
11;Gadwall;030-gadwall;0;[(609.0, 397.0, 972.0, 620.0, 2, 0)]
11;Gadwall;030-gadwall;10;[(635.0, 394.0, 948.0, 631.0, 2, 0)]
11;Gadwall;030-gadwall;20;[(665.0, 392.0, 970.0, 618.0, 2, 0)]
11;Gadwall;030-gadwall;30;[(686.0, 395.0, 994.0, 614.0, 2, 0)]
11;Gadwall;030-gadwall;40;[(685.0, 399.0, 1035.0, 619.0, 2, 0)]
11;Gadwall;030-gadwall;50;[(624.0, 387.0, 1097.0, 606.0, 2, 0)]
11;Gadwall;030-gadwall;60;[(566.0, 377.0, 1150.0, 614.0, 2, 0)]
11;Gadwall;030-gadwall;70;[(525.0, 377.0, 1189.2, 605.0, 2, 0)]
11;Gadwall;030-gadwall;80;[(503.0, 371.0, 1178.0, 609.0, 2, 0)]
11;Gadwall;030-gadwall;90;[(512.0, 368.0, 1214.0, 603.0, 2, 0)]
11;Gadwall;030-gadwall;100;[(512.0, 370.0, 1218.7, 594.0, 2, 0)]
11;Gadwall;030-gadwall;110;[(553.0, 373.0, 1217.0, 602.0, 2, 0)]
11;Gadwall;030-gadwall;120;[(679.0, 372.0, 1375.0, 585.0, 2, 0)]
11;Gadwall;030-gadwall;130;[(579.0, 440.0, 1229.0, 601.0, 0, 0)]
11;Gadwall;030-gadwall;140;[(601.0, 461.0, 1322.0, 610.0, 0, 0)]
11;Gadwall;030-gadwall;150;[(491.0, 457.0, 1228.0, 610.0, 0, 0)]
11;Gadwall;030-gadwall;160;[(630.0, 404.0, 1438.0, 591.0, 0, 0)]
11;Gadwall;030-gadwall;170;[(921.0, 349.0, 1688.0, 564.0, 2, 0)]
11;Gadwall;030-gadwall;180;[(1019.0, 351.0, 1730.0, 556.0, 2, 0)]
11;Gadwall;030-gadwall;190;[(984.0, 346.0, 1682.0, 560.0, 2, 0)]
11;Gadwall;030-gadwall;200;[(900.0, 348.0, 1596.0, 561.0, 2, 0)]
11;Gadwall;030-gadwall;210;[(833.0, 339.0, 1522.0, 546.0, 2, 0)]
11;Gadwall;030-gadwall;220;[(762.0, 316.0, 1447.0, 532.0, 2, 0)]
11;Gadwall;030-gadwall;230;[(733.0, 302.0, 1388.0, 520.0, 2, 0)]
11;Gadwall;030-gadwall;240;[(658.0, 311.0, 1287.0, 524.0, 2, 0)]
11;Gadwall;030-gadwall;250;[(616.0, 334.0, 1237.0, 554.0, 2, 0)]
11;Gadwall;030-gadwall;260;[(611.0, 442.0, 1236.0, 654.0, 2, 0)]
11;Gadwall;030-gadwall;270;[(577.0, 460.0, 1182.0, 676.0, 2, 0)]
11;Gadwall;030-gadwall;280;[(625.0, 455.0, 1241.0, 670.0, 2, 0)]
11;Gadwall;030-gadwall;290;[(647.0, 445.0, 1257.0, 654.0, 2, 0)]
11;Gadwall;030-gadwall;300;[(607.0, 431.0, 1177.0, 641.0, 2, 0)]
11;Gadwall;030-gadwall;310;[(694.0, 445.0, 1260.0, 655.0, 2, 0)]
11;Gadwall;030-gadwall;320;[(715.0, 472.0, 1314.0, 674.0, 2, 0)]
11;Gadwall;030-gadwall;330;[(613.0, 491.0, 1227.0, 700.0, 2, 0)]
11;Gadwall;030-gadwall;340;[(542.0, 497.0, 1144.0, 699.0, 2, 0)]
11;Gadwall;030-gadwall;350;[(433.0, 496.0, 1046.0, 698.0, 2, 0)]
11;Gadwall;030-gadwall;360;[(301.0, 486.0, 909.0, 692.0, 2, 0)]
11;Gadwall;031-gadwall;0;[(985.0, 431.0, 1447.0, 659.0, 2, 0), (925.0, 641.0, 1439.0, 807.0, 2, 1)]
11;Gadwall;031-gadwall;10;[(880.0, 648.0, 1356.0, 800.0, 2, 1), (952.0, 383.0, 1449.0, 664.0, 2, 0)]
11;Gadwall;031-gadwall;20;[(942.0, 388.0, 1446.0, 661.0, 2, 0), (779.0, 652.0, 1271.0, 810.0, 2, 1)]
11;Gadwall;031-gadwall;30;[(738.0, 686.0, 1197.0, 842.0, 0, 1), (1044.0, 420.0, 1479.0, 665.0, 2, 0)]
11;Gadwall;031-gadwall;40;[(1033.0, 426.0, 1510.0, 676.0, 2, 0), (737.0, 719.0, 1200.0, 849.0, 0, 1)]
11;Gadwall;031-gadwall;50;[(724.0, 719.0, 1178.0, 846.0, 0, 1), (1034.0, 424.0, 1529.0, 673.0, 2, 0)]
11;Gadwall;031-gadwall;60;[(664.0, 723.0, 1116.0, 850.0, 0, 1), (1074.0, 418.0, 1520.0, 669.0, 1, 0)]
11;Gadwall;031-gadwall;70;[(584.0, 672.0, 1028.0, 807.0, 0, 1), (1042.0, 343.0, 1484.0, 617.0, 1, 0)]
11;Gadwall;031-gadwall;80;[(551.0, 631.0, 997.0, 779.0, 0, 1), (1056.0, 304.0, 1486.0, 587.0, 1, 0)]
11;Gadwall;031-gadwall;90;[(1081.0, 274.0, 1499.0, 568.0, 1, 0), (527.0, 617.0, 955.0, 762.0, 0, 1)]
11;Gadwall;031-gadwall;100;[(512.0, 603.0, 910.0, 764.0, 0, 1), (1101.0, 275.0, 1507.0, 566.0, 1, 0)]
11;Gadwall;031-gadwall;110;[(1114.0, 310.0, 1512.0, 599.0, 1, 0), (497.0, 646.0, 875.0, 801.0, 0, 1)]
11;Gadwall;031-gadwall;120;[(1126.0, 226.0, 1513.0, 511.0, 1, 0), (479.0, 568.0, 855.0, 718.0, 0, 1)]
11;Gadwall;031-gadwall;130;[(1134.0, 150.0, 1517.0, 443.0, 1, 0), (466.0, 515.0, 902.0, 645.0, 0, 1)]
11;Gadwall;031-gadwall;140;[(451.0, 476.0, 959.0, 620.0, 0, 1), (1154.0, 121.0, 1530.0, 401.0, 1, 0)]
11;Gadwall;031-gadwall;150;[(1175.0, 117.0, 1546.0, 379.0, 1, 0), (434.0, 457.0, 969.0, 598.0, 0, 1)]
11;Gadwall;031-gadwall;160;[(410.0, 465.0, 961.0, 601.0, 0, 1), (1197.0, 138.0, 1557.0, 388.0, 1, 0)]
11;Gadwall;031-gadwall;170;[(1203.0, 184.0, 1582.0, 438.0, 1, 0), (393.68, 512.27, 905.68, 644.27, 0, 1)]
11;Gadwall;031-gadwall;180;[(366.0, 541.0, 874.0, 681.0, 0, 1), (1212.0, 178.0, 1579.0, 457.0, 1, 0)]
11;Gadwall;031-gadwall;190;[(1208.0, 215.0, 1558.0, 466.0, 1, 0), (197.9, 545.0, 864.0, 685.0, 0, 1)]
11;Gadwall;031-gadwall;200;[(1203.0, 230.0, 1541.0, 474.0, 1, 0), (152.0, 538.0, 847.0, 692.0, 0, 1)]
11;Gadwall;031-gadwall;210;[(128.0, 554.0, 837.0, 705.0, 0, 1), (1207.0, 245.0, 1539.0, 486.0, 1, 0)]
11;Gadwall;031-gadwall;220;[(121.0, 567.0, 828.0, 725.0, 0, 1), (1223.0, 273.0, 1542.0, 496.0, 1, 0)]
11;Gadwall;031-gadwall;230;[(1236.0, 289.0, 1553.0, 521.0, 1, 0), (99.0, 582.0, 803.0, 746.0, 0, 1)]
11;Gadwall;031-gadwall;240;[(48.7, 611.0, 768.0, 764.0, 0, 1), (1236.0, 303.0, 1542.0, 524.0, 1, 0)]
11;Gadwall;031-gadwall;250;[(82.0, 622.0, 660.0, 774.0, 0, 1), (1230.0, 332.0, 1532.0, 532.0, 1, 0)]
11;Gadwall;031-gadwall;260;[(1199.0, 318.0, 1537.0, 538.0, 1, 0), (69.0, 628.0, 590.0, 773.0, 0, 1)]
11;Gadwall;031-gadwall;270;[(1183.0, 312.0, 1524.0, 549.0, 1, 0), (28.4, 636.4, 514.0, 785.0, 0, 1)]
11;Gadwall;031-gadwall;280;[(0.0, 644.5, 470.4, 787.0, 0, 1), (1175.0, 337.0, 1511.0, 555.0, 1, 0)]
11;Gadwall;031-gadwall;290;[(1282.0, 349.0, 1617.0, 560.0, 1, 0), (55.2, 630.0, 545.0, 808.0, 0, 1)]
11;Gadwall;031-gadwall;300;[(60.0, 661.0, 584.0, 793.0, 0, 1), (1312.0, 363.0, 1662.0, 572.0, 1, 0)]
11;Gadwall;031-gadwall;310;[(1407.0, 336.0, 1746.0, 575.0, 1, 0), (82.8, 664.0, 637.0, 791.0, 0, 1)]
11;Gadwall;031-gadwall;320;[(81.8, 661.0, 641.0, 801.0, 0, 1), (1466.0, 335.0, 1788.0, 582.0, 1, 0)]
11;Gadwall;031-gadwall;330;[(1599.0, 344.0, 1915.0, 587.0, 1, 0), (159.0, 673.0, 731.0, 811.0, 0, 1)]
11;Gadwall;031-gadwall;340;[(1713.0, 325.0, 1920.0, 577.0, 1, 0), (221.0, 654.3, 814.0, 792.0, 0, 1)]
11;Gadwall;031-gadwall;350;[(1719.0, 342.0, 1920.0, 533.0, 1, 0), (257.0, 633.0, 779.0, 765.0, 0, 1)]
11;Gadwall;031-gadwall;360;[(1847.6, 400.0, 1919.0, 516.0, 1, 0), (339.0, 624.0, 865.0, 761.0, 0, 1)]
11;Gadwall;031-gadwall;370;[(376.0, 619.0, 917.0, 765.0, 0, 1)]
11;Gadwall;031-gadwall;380;[(339.0, 634.0, 895.0, 769.0, 0, 1)]
11;Gadwall;031-gadwall;390;[(335.0, 645.0, 881.0, 775.0, 0, 1)]
11;Gadwall;031-gadwall;400;[(206.0, 648.0, 853.0, 782.0, 1, 2)]
11;Gadwall;031-gadwall;410;[(137.0, 619.0, 805.0, 794.0, 1, 2)]
11;Gadwall;031-gadwall;420;[(59.0, 622.0, 676.0, 805.0, 1, 2)]
11;Gadwall;031-gadwall;430;[(145.0, 631.0, 652.0, 815.0, 1, 2)]
11;Gadwall;031-gadwall;440;[(228.0, 629.0, 682.0, 837.0, 1, 2)]
11;Gadwall;032-gadwall;0;[(855.0, 721.0, 1244.0, 981.0, 1, 0)]
11;Gadwall;032-gadwall;10;[(835.0, 686.0, 1257.0, 977.0, 1, 0)]
11;Gadwall;032-gadwall;20;[(804.0, 703.0, 1245.0, 979.0, 1, 0)]
11;Gadwall;032-gadwall;30;[(763.0, 710.0, 1216.0, 981.0, 1, 0)]
11;Gadwall;032-gadwall;40;[(727.0, 705.0, 1192.0, 979.0, 1, 0)]
11;Gadwall;032-gadwall;50;[(686.0, 707.0, 1164.0, 978.0, 1, 0)]
11;Gadwall;032-gadwall;60;[(646.0, 685.0, 1134.0, 972.0, 1, 0)]
11;Gadwall;032-gadwall;70;[(608.0, 687.0, 1095.0, 976.0, 1, 0)]
11;Gadwall;032-gadwall;80;[(586.0, 647.0, 1072.0, 970.0, 1, 0)]
11;Gadwall;032-gadwall;90;[(559.0, 649.0, 1042.0, 967.0, 1, 0)]
11;Gadwall;032-gadwall;100;[(537.0, 670.0, 1006.0, 957.0, 1, 0)]
11;Gadwall;032-gadwall;110;[(521.0, 707.0, 995.0, 988.1, 1, 0)]
11;Gadwall;032-gadwall;120;[(727.47, 644.2, 1209.47, 938.2, 1, 0)]
11;Gadwall;032-gadwall;130;[(795.7, 563.5, 1277.41, 855.0, 1, 0)]
11;Gadwall;032-gadwall;140;[(671.65, 707.8, 1152.65, 961.83, 1, 0)]
